,dataset,filename,actor,emotion,length,gender,set
33,RAVDESS,clean/RAVDESS/Actor_16/03-01-05-02-01-02-16.wav,16,angry,1.9077551020408163,female,test
34,RAVDESS,clean/RAVDESS/Actor_16/03-01-06-02-01-01-16.wav,16,fearful,2.386575963718821,female,train
35,RAVDESS,clean/RAVDESS/Actor_16/03-01-06-01-02-01-16.wav,16,fearful,1.6617233560090703,female,train
36,RAVDESS,clean/RAVDESS/Actor_16/03-01-05-01-02-02-16.wav,16,angry,2.0109297052154194,female,train
37,RAVDESS,clean/RAVDESS/Actor_16/03-01-08-01-01-02-16.wav,16,surprised,1.5212244897959184,female,train
38,RAVDESS,clean/RAVDESS/Actor_16/03-01-08-02-02-02-16.wav,16,surprised,1.66875283446712,female,train
39,RAVDESS,clean/RAVDESS/Actor_16/03-01-04-02-01-02-16.wav,16,sad,1.9469387755102041,female,train
40,RAVDESS,clean/RAVDESS/Actor_16/03-01-07-02-01-01-16.wav,16,disgusted,2.2701587301587303,female,train
41,RAVDESS,clean/RAVDESS/Actor_16/03-01-07-01-02-01-16.wav,16,disgusted,1.5626303854875283,female,train
42,RAVDESS,clean/RAVDESS/Actor_16/03-01-04-01-02-02-16.wav,16,sad,1.6084807256235827,female,train
43,RAVDESS,clean/RAVDESS/Actor_16/03-01-06-02-02-02-16.wav,16,fearful,2.255918367346939,female,test
44,RAVDESS,clean/RAVDESS/Actor_16/03-01-05-02-02-01-16.wav,16,angry,1.9326530612244899,female,train
45,RAVDESS,clean/RAVDESS/Actor_16/03-01-05-01-01-01-16.wav,16,angry,2.0695691609977325,female,test
46,RAVDESS,clean/RAVDESS/Actor_16/03-01-06-01-01-02-16.wav,16,fearful,1.5535600907029479,female,train
47,RAVDESS,clean/RAVDESS/Actor_16/03-01-08-01-02-01-16.wav,16,surprised,1.5633106575963718,female,train
48,RAVDESS,clean/RAVDESS/Actor_16/03-01-08-02-01-01-16.wav,16,surprised,1.629705215419501,female,train
49,RAVDESS,clean/RAVDESS/Actor_16/03-01-01-01-01-02-16.wav,16,neutral,1.8141496598639455,female,train
50,RAVDESS,clean/RAVDESS/Actor_16/03-01-03-01-02-02-16.wav,16,happy,1.716281179138322,female,train
51,RAVDESS,clean/RAVDESS/Actor_16/03-01-03-02-01-02-16.wav,16,happy,1.9184126984126983,female,test
52,RAVDESS,clean/RAVDESS/Actor_11/03-01-01-01-02-02-11.wav,11,neutral,1.330249433106576,male,train
53,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-01-01-02-11.wav,11,happy,1.3751473922902495,male,train
54,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-02-02-02-11.wav,11,happy,1.6342403628117914,male,train
55,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-02-02-02-11.wav,11,sad,1.7756009070294785,male,train
56,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-02-02-01-11.wav,11,disgusted,2.0421315192743763,male,train
57,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-01-01-01-11.wav,11,disgusted,1.8012698412698414,male,train
58,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-01-01-02-11.wav,11,sad,1.993469387755102,male,train
59,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-02-01-02-11.wav,11,fearful,1.6485260770975056,male,train
60,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-02-01-01-11.wav,11,angry,1.734421768707483,male,train
61,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-01-02-01-11.wav,11,angry,1.6386848072562359,male,test
62,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-01-02-02-11.wav,11,fearful,1.3575510204081633,male,train
63,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-01-01-01-11.wav,11,surprised,1.1312925170068027,male,train
64,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-02-02-01-11.wav,11,surprised,1.3516553287981858,male,train
65,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-02-01-02-11.wav,11,disgusted,2.4063492063492062,male,train
66,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-02-01-01-11.wav,11,sad,1.4851700680272109,male,train
67,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-01-02-01-11.wav,11,sad,1.6524716553287981,male,train
68,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-01-02-02-11.wav,11,disgusted,1.9769614512471656,male,train
69,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-02-02-02-11.wav,11,angry,2.2968707482993196,male,test
70,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-02-02-01-11.wav,11,fearful,1.850294784580499,male,test
71,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-01-01-01-11.wav,11,fearful,1.561904761904762,male,train
72,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-01-01-02-11.wav,11,angry,1.6318367346938776,male,train
73,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-01-02-02-11.wav,11,surprised,1.1193650793650793,male,train
74,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-02-01-02-11.wav,11,surprised,1.5870748299319728,male,train
75,RAVDESS,clean/RAVDESS/Actor_11/03-01-01-01-01-01-11.wav,11,neutral,1.2588662131519275,male,train
76,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-01-02-01-11.wav,11,happy,1.291156462585034,male,train
77,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-02-01-01-11.wav,11,happy,2.164625850340136,male,train
78,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-01-02-01-11.wav,11,fearful,1.3361904761904762,male,train
79,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-01-02-02-11.wav,11,angry,1.9557823129251701,male,train
80,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-02-01-02-11.wav,11,angry,2.1943310657596373,male,test
81,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-02-01-01-11.wav,11,fearful,1.5515646258503402,male,train
82,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-01-01-01-11.wav,11,sad,1.4298866213151928,male,train
83,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-01-01-02-11.wav,11,disgusted,1.7639002267573696,male,train
84,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-02-02-02-11.wav,11,disgusted,2.066530612244898,male,test
85,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-02-02-01-11.wav,11,sad,1.51578231292517,male,train
86,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-02-02-02-11.wav,11,surprised,1.4491156462585033,male,train
87,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-01-01-02-11.wav,11,surprised,1.2453514739229026,male,train
88,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-02-02-01-11.wav,11,happy,2.0126984126984127,male,train
89,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-01-01-01-11.wav,11,happy,1.174875283446712,male,train
90,RAVDESS,clean/RAVDESS/Actor_11/03-01-01-01-02-01-11.wav,11,neutral,1.3391836734693878,male,train
91,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-02-01-02-11.wav,11,happy,2.513061224489796,male,train
92,RAVDESS,clean/RAVDESS/Actor_11/03-01-03-01-02-02-11.wav,11,happy,1.3470294784580499,male,train
93,RAVDESS,clean/RAVDESS/Actor_11/03-01-01-01-01-02-11.wav,11,neutral,1.2616326530612245,male,test
94,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-01-01-01-11.wav,11,angry,1.725124716553288,male,train
95,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-01-01-02-11.wav,11,fearful,1.6321995464852608,male,test
96,RAVDESS,clean/RAVDESS/Actor_11/03-01-06-02-02-02-11.wav,11,fearful,1.8243990929705216,male,test
97,RAVDESS,clean/RAVDESS/Actor_11/03-01-05-02-02-01-11.wav,11,angry,2.9286621315192742,male,train
98,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-01-02-01-11.wav,11,disgusted,1.5776417233560092,male,train
99,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-01-02-02-11.wav,11,sad,1.5184126984126984,male,test
100,RAVDESS,clean/RAVDESS/Actor_11/03-01-04-02-01-02-11.wav,11,sad,2.2691609977324263,male,train
101,RAVDESS,clean/RAVDESS/Actor_11/03-01-07-02-01-01-11.wav,11,disgusted,1.9847619047619047,male,train
102,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-02-01-01-11.wav,11,surprised,1.1924716553287982,male,train
103,RAVDESS,clean/RAVDESS/Actor_11/03-01-08-01-02-01-11.wav,11,surprised,1.2937868480725623,male,train
104,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-02-01-02-18.wav,18,happy,2.2235374149659863,female,train
105,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-01-02-02-18.wav,18,happy,1.6193197278911564,female,train
106,RAVDESS,clean/RAVDESS/Actor_18/03-01-01-01-01-02-18.wav,18,neutral,1.5761451247165532,female,train
107,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-01-01-02-18.wav,18,fearful,1.4873922902494332,female,train
108,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-01-01-01-18.wav,18,angry,1.9859410430839002,female,train
109,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-02-02-01-18.wav,18,angry,1.9268027210884353,female,test
110,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-02-02-02-18.wav,18,fearful,2.0192743764172336,female,train
111,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-01-02-02-18.wav,18,sad,1.7074829931972788,female,train
112,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-01-02-01-18.wav,18,disgusted,1.7887528344671202,female,train
113,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-02-01-01-18.wav,18,disgusted,2.345487528344671,female,test
114,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-02-01-02-18.wav,18,sad,2.1789569160997733,female,train
115,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-02-01-01-18.wav,18,surprised,1.690294784580499,female,train
116,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-01-02-01-18.wav,18,surprised,1.6336507936507936,female,train
117,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-01-02-02-18.wav,18,angry,1.7694331065759636,female,train
118,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-01-02-01-18.wav,18,fearful,1.684671201814059,female,train
119,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-02-01-01-18.wav,18,fearful,2.0118820861678004,female,train
120,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-02-01-02-18.wav,18,angry,1.8326984126984127,female,test
121,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-01-01-02-18.wav,18,disgusted,2.100453514739229,female,train
122,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-01-01-01-18.wav,18,sad,1.58,female,train
123,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-02-02-01-18.wav,18,sad,2.507936507936508,female,train
124,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-02-02-02-18.wav,18,disgusted,2.4573242630385486,female,train
125,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-02-02-02-18.wav,18,surprised,1.703310657596372,female,train
126,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-01-01-02-18.wav,18,surprised,1.5631746031746032,female,train
127,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-02-02-01-18.wav,18,happy,2.0239909297052154,female,train
128,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-01-01-01-18.wav,18,happy,1.5188208616780046,female,train
129,RAVDESS,clean/RAVDESS/Actor_18/03-01-01-01-02-01-18.wav,18,neutral,1.5530612244897959,female,train
130,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-02-01-01-18.wav,18,sad,2.207074829931973,female,train
131,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-02-01-02-18.wav,18,disgusted,2.179546485260771,female,train
132,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-01-02-02-18.wav,18,disgusted,2.1720634920634923,female,test
133,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-01-02-01-18.wav,18,sad,1.6296145124716552,female,train
134,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-02-02-01-18.wav,18,fearful,1.915827664399093,female,test
135,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-02-02-02-18.wav,18,angry,2.325215419501134,female,train
136,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-01-01-02-18.wav,18,angry,2.2517913832199548,female,train
137,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-01-01-01-18.wav,18,fearful,1.6590022675736962,female,train
138,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-01-02-02-18.wav,18,surprised,1.5614512471655329,female,train
139,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-02-01-02-18.wav,18,surprised,1.582358276643991,female,test
140,RAVDESS,clean/RAVDESS/Actor_18/03-01-01-01-01-01-18.wav,18,neutral,1.511201814058957,female,train
141,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-01-02-01-18.wav,18,happy,1.5431746031746032,female,train
142,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-02-01-01-18.wav,18,happy,1.8771882086167802,female,train
143,RAVDESS,clean/RAVDESS/Actor_18/03-01-01-01-02-02-18.wav,18,neutral,1.5098866213151927,female,train
144,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-01-01-02-18.wav,18,happy,1.4763718820861678,female,test
145,RAVDESS,clean/RAVDESS/Actor_18/03-01-03-02-02-02-18.wav,18,happy,2.0081179138321996,female,train
146,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-02-02-01-18.wav,18,disgusted,2.427845804988662,female,train
147,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-02-02-02-18.wav,18,sad,2.3337868480725623,female,train
148,RAVDESS,clean/RAVDESS/Actor_18/03-01-04-01-01-02-18.wav,18,sad,1.7391383219954648,female,train
149,RAVDESS,clean/RAVDESS/Actor_18/03-01-07-01-01-01-18.wav,18,disgusted,2.0657596371882088,female,test
150,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-02-01-01-18.wav,18,angry,1.7693877551020407,female,test
151,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-02-01-02-18.wav,18,fearful,2.2265759637188207,female,test
152,RAVDESS,clean/RAVDESS/Actor_18/03-01-06-01-02-02-18.wav,18,fearful,1.845170068027211,female,test
153,RAVDESS,clean/RAVDESS/Actor_18/03-01-05-01-02-01-18.wav,18,angry,1.7123809523809523,female,train
154,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-01-01-01-18.wav,18,surprised,1.5017233560090704,female,train
155,RAVDESS,clean/RAVDESS/Actor_18/03-01-08-02-02-01-18.wav,18,surprised,1.9372789115646258,female,train
156,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-01-02-01-20.wav,20,surprised,1.1938321995464853,female,test
157,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-02-01-01-20.wav,20,surprised,2.052471655328798,female,test
158,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-02-01-02-20.wav,20,sad,2.6271655328798187,female,train
159,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-02-01-01-20.wav,20,disgusted,1.9425396825396826,female,train
160,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-01-02-01-20.wav,20,disgusted,1.6410430839002268,female,train
161,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-01-02-02-20.wav,20,sad,1.2459410430839002,female,train
162,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-02-02-02-20.wav,20,fearful,2.920861678004535,female,train
163,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-02-02-01-20.wav,20,angry,2.6956462585034013,female,train
164,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-01-01-01-20.wav,20,angry,1.191655328798186,female,train
165,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-01-01-02-20.wav,20,fearful,1.3417687074829932,female,train
166,RAVDESS,clean/RAVDESS/Actor_20/03-01-01-01-01-02-20.wav,20,neutral,1.5703854875283447,female,test
167,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-01-02-02-20.wav,20,happy,1.4394104308390023,female,train
168,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-02-01-02-20.wav,20,happy,2.8726984126984125,female,train
169,RAVDESS,clean/RAVDESS/Actor_20/03-01-01-01-02-01-20.wav,20,neutral,1.4389569160997733,female,train
170,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-01-01-01-20.wav,20,happy,1.5871655328798187,female,test
171,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-02-02-01-20.wav,20,happy,1.7174603174603174,female,train
172,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-01-01-02-20.wav,20,surprised,1.6058049886621315,female,train
173,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-02-02-02-20.wav,20,surprised,1.5273015873015874,female,train
174,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-02-02-02-20.wav,20,disgusted,2.2033560090702946,female,test
175,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-02-02-01-20.wav,20,sad,1.6285714285714286,female,test
176,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-01-01-01-20.wav,20,sad,1.386439909297052,female,train
177,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-01-01-02-20.wav,20,disgusted,1.5809523809523809,female,train
178,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-02-01-02-20.wav,20,angry,2.8379138321995465,female,train
179,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-02-01-01-20.wav,20,fearful,3.7863038548752836,female,test
180,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-01-02-01-20.wav,20,fearful,1.3394557823129252,female,test
181,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-01-02-02-20.wav,20,angry,2.4379591836734695,female,train
182,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-02-01-01-20.wav,20,happy,1.7453968253968255,female,train
183,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-01-02-01-20.wav,20,happy,1.679954648526077,female,train
184,RAVDESS,clean/RAVDESS/Actor_20/03-01-01-01-01-01-20.wav,20,neutral,1.4262585034013606,female,test
185,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-02-01-02-20.wav,20,surprised,1.27297052154195,female,train
186,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-01-02-02-20.wav,20,surprised,1.2289342403628118,female,train
187,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-01-01-01-20.wav,20,fearful,1.186984126984127,female,train
188,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-01-01-02-20.wav,20,angry,1.7134240362811792,female,test
189,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-02-02-02-20.wav,20,angry,1.771655328798186,female,train
190,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-02-02-01-20.wav,20,fearful,1.9843990929705215,female,train
191,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-01-02-01-20.wav,20,sad,1.2247619047619047,female,test
192,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-01-02-02-20.wav,20,disgusted,1.8951020408163266,female,test
193,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-02-01-02-20.wav,20,disgusted,1.7015873015873015,female,train
194,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-02-01-01-20.wav,20,sad,1.5860317460317461,female,train
195,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-02-02-01-20.wav,20,surprised,2.1555555555555554,female,train
196,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-01-01-01-20.wav,20,surprised,1.282358276643991,female,test
197,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-01-02-01-20.wav,20,angry,1.5121995464852607,female,train
198,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-01-02-02-20.wav,20,fearful,1.3529251700680271,female,train
199,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-02-01-02-20.wav,20,fearful,3.998140589569161,female,train
200,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-02-01-01-20.wav,20,angry,3.082358276643991,female,train
201,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-01-01-01-20.wav,20,disgusted,1.8924716553287981,female,train
202,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-01-01-02-20.wav,20,sad,0.9596825396825397,female,train
203,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-02-02-02-20.wav,20,sad,2.3302040816326532,female,test
204,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-02-02-01-20.wav,20,disgusted,2.2575056689342405,female,train
205,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-02-02-02-20.wav,20,happy,2.043219954648526,female,test
206,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-01-01-02-20.wav,20,happy,1.712154195011338,female,train
207,RAVDESS,clean/RAVDESS/Actor_20/03-01-01-01-02-02-20.wav,20,neutral,1.5480272108843538,female,train
208,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-02-01-01-21.wav,21,surprised,1.7217687074829933,male,train
209,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-01-02-01-21.wav,21,surprised,1.531201814058957,male,train
210,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-01-01-02-21.wav,21,fearful,1.8785034013605442,male,train
211,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-01-01-01-21.wav,21,angry,2.1909750566893424,male,test
212,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-02-02-01-21.wav,21,angry,2.1901133786848073,male,train
213,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-02-02-02-21.wav,21,fearful,1.8008616780045352,male,train
214,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-01-02-02-21.wav,21,sad,2.0406802721088435,male,train
215,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-01-02-01-21.wav,21,disgusted,1.8401814058956916,male,train
216,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-02-01-01-21.wav,21,disgusted,2.0364172335600905,male,train
217,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-02-01-02-21.wav,21,sad,2.2488888888888887,male,test
218,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-02-01-02-21.wav,21,happy,1.9250340136054422,male,train
219,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-01-02-02-21.wav,21,happy,1.8667573696145126,male,train
220,RAVDESS,clean/RAVDESS/Actor_21/03-01-01-01-01-02-21.wav,21,neutral,1.8639002267573697,male,test
221,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-02-02-01-21.wav,21,happy,1.772154195011338,male,train
222,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-01-01-01-21.wav,21,happy,1.9245804988662132,male,train
223,RAVDESS,clean/RAVDESS/Actor_21/03-01-01-01-02-01-21.wav,21,neutral,1.697142857142857,male,train
224,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-02-02-02-21.wav,21,surprised,1.652108843537415,male,train
225,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-01-01-02-21.wav,21,surprised,1.5676190476190477,male,train
226,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-01-02-02-21.wav,21,angry,2.032199546485261,male,train
227,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-01-02-01-21.wav,21,fearful,2.0315192743764174,male,test
228,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-02-01-01-21.wav,21,fearful,1.8834013605442177,male,train
229,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-02-01-02-21.wav,21,angry,2.594557823129252,male,test
230,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-01-01-02-21.wav,21,disgusted,2.169297052154195,male,train
